Rk,Conf,Div,W,L,W_percentage,Unadjusted_MOV,Unadjusted_ORtg,Unadjusted_DRtg,Unadjusted_NRtg,Adjusted_MOV,Adjusted_ORtg,Adjusted_DRtg,Adjusted_NRtg,Season,Team
3,W,P,55,27,0.671,5.01,110.87,105.42,5.45,5.41,111.02,105.14,5.88,2004,Sacramento Kings
9,W,P,50,32,0.61,2.16,111.02,108.76,2.26,2.55,111.16,108.46,2.7,2005,Sacramento Kings
12,W,P,44,38,0.537,1.54,107.45,105.8,1.65,1.61,107.51,105.8,1.72,2006,Sacramento Kings
17,W,P,33,49,0.402,-1.8,106.79,108.59,-1.8,-1.35,106.92,108.23,-1.31,2007,Sacramento Kings
19,W,P,38,44,0.463,-2.26,108.25,110.71,-2.45,-1.85,108.48,110.51,-2.03,2008,Sacramento Kings
29,W,P,17,65,0.207,-8.76,106.3,115.64,-9.34,-8.59,106.32,115.5,-9.18,2009,Sacramento Kings
24,W,P,25,57,0.305,-4.37,106.05,110.82,-4.76,-4.06,106.09,110.52,-4.42,2010,Sacramento Kings
25,W,P,24,58,0.293,-5.34,104.18,109.82,-5.65,-4.8,104.16,109.24,-5.07,2011,Sacramento Kings
25,W,P,22,44,0.333,-5.68,104.46,110.43,-5.98,-4.95,104.59,109.76,-5.17,2012,Sacramento Kings
25,W,P,28,54,0.341,-4.88,106.85,112.16,-5.3,-4.25,107.21,111.83,-4.62,2013,Sacramento Kings
22,W,P,28,54,0.341,-2.9,106.22,109.46,-3.24,-2.08,106.39,108.77,-2.37,2014,Sacramento Kings
22,W,P,29,53,0.354,-3.71,106.01,109.95,-3.94,-3.07,106.24,109.51,-3.27,2015,Sacramento Kings
21,W,P,33,49,0.402,-2.48,106.57,109.07,-2.5,-2.31,106.44,108.77,-2.33,2016,Sacramento Kings
24,W,P,32,50,0.39,-3.88,107.98,112.18,-4.21,-3.29,108.12,111.72,-3.59,2017,Sacramento Kings
29,W,P,27,55,0.329,-6.99,104.47,111.9,-7.43,-6.59,104.6,111.62,-7.02,2018,Sacramento Kings
1,W,M,58,24,0.707,7.76,107.36,98.64,8.72,7.92,107.2,98.31,8.89,2001,San Antonio Spurs
3,W,M,58,24,0.707,6.21,107.35,100.38,6.97,6.27,107.06,100.01,7.05,2002,San Antonio Spurs
3,W,M,60,22,0.732,5.41,106.25,100.29,5.96,5.65,106.2,99.99,6.22,2003,San Antonio Spurs
1,W,M,57,25,0.695,7.22,103.01,94.79,8.23,7.51,102.62,94.09,8.53,2004,San Antonio Spurs
1,W,SW,59,23,0.72,7.8,108.45,99.59,8.85,7.84,108.18,99.31,8.87,2005,San Antonio Spurs
1,W,SW,63,19,0.768,6.82,108.02,100.32,7.7,6.69,107.93,100.38,7.54,2006,San Antonio Spurs
1,W,SW,58,24,0.707,8.43,110.11,100.64,9.47,8.35,109.84,100.47,9.37,2007,San Antonio Spurs
6,W,SW,56,26,0.683,4.79,107.91,102.54,5.37,5.1,107.8,102.11,5.68,2008,San Antonio Spurs
7,W,SW,54,28,0.659,3.76,109.18,105.01,4.17,3.36,108.79,105.05,3.74,2009,San Antonio Spurs
4,W,SW,50,32,0.61,5.09,110.61,105.17,5.44,5.07,110.49,105.07,5.42,2010,San Antonio Spurs
4,W,SW,61,21,0.744,5.71,112.31,106.23,6.07,5.86,112.22,105.97,6.25,2011,San Antonio Spurs
2,W,SW,50,16,0.758,7.17,111.45,103.83,7.62,7.28,111.35,103.6,7.75,2012,San Antonio Spurs
3,W,SW,58,24,0.707,6.4,109.11,102.26,6.85,6.67,109.05,101.9,7.14,2013,San Antonio Spurs
1,W,SW,62,20,0.756,7.72,111.09,102.93,8.16,7.99,110.98,102.53,8.45,2014,San Antonio Spurs
3,W,SW,55,27,0.671,6.2,109.25,102.61,6.64,6.34,109.09,102.3,6.79,2015,San Antonio Spurs
1,W,SW,67,15,0.817,10.63,111.04,99.55,11.49,10.28,110.59,99.49,11.1,2016,San Antonio Spurs
2,W,SW,61,21,0.744,7.2,111.81,104.25,7.56,7.13,111.62,104.12,7.49,2017,San Antonio Spurs
8,W,SW,47,35,0.573,2.89,108.49,105.36,3.13,2.89,108.35,105.23,3.12,2018,San Antonio Spurs
14,E,C,47,35,0.573,2.26,106.64,104.23,2.41,1.69,106.62,104.83,1.79,2001,Toronto Raptors
19,E,C,42,40,0.512,-0.44,103.37,104.04,-0.67,-0.71,103.39,104.37,-0.98,2002,Toronto Raptors
27,E,C,24,58,0.293,-5.87,101.37,107.99,-6.62,-6.09,101.36,108.21,-6.85,2003,Toronto Raptors
24,E,C,33,49,0.402,-3.01,97.75,101.27,-3.53,-3.41,97.65,101.61,-3.95,2004,Toronto Raptors
19,E,A,33,49,0.402,-1.62,107.78,109.41,-1.63,-1.81,107.85,109.68,-1.83,2005,Toronto Raptors
25,E,A,27,55,0.329,-2.99,110.22,113.34,-3.12,-3.03,110.4,113.57,-3.17,2006,Toronto Raptors
10,E,A,47,35,0.573,0.99,107.92,106.56,1.36,0.61,107.84,106.91,0.93,2007,Toronto Raptors
12,E,A,41,41,0.5,2.9,111.06,107.46,3.6,2.47,110.99,107.86,3.12,2008,Toronto Raptors
23,E,A,33,49,0.402,-2.82,107.72,110.69,-2.97,-2.53,107.99,110.66,-2.66,2009,Toronto Raptors
18,E,A,40,42,0.488,-1.78,112.19,113.89,-1.69,-1.83,112.45,114.2,-1.75,2010,Toronto Raptors
27,E,A,22,60,0.268,-6.28,106.85,113.57,-6.72,-6.28,107.17,113.88,-6.72,2011,Toronto Raptors
24,E,A,23,43,0.348,-3.3,101.57,105.32,-3.74,-3.67,101.68,105.83,-4.14,2012,Toronto Raptors
18,E,A,34,48,0.415,-1.48,106.58,107.98,-1.4,-1.95,106.51,108.45,-1.93,2013,Toronto Raptors
12,E,A,48,34,0.585,3.24,109.77,106.15,3.62,2.55,109.65,106.76,2.89,2014,Toronto Raptors
11,E,A,49,33,0.598,3.07,112.06,108.69,3.37,2.45,112.07,109.35,2.72,2015,Toronto Raptors
5,E,A,56,26,0.683,4.5,111.11,106.16,4.95,4.08,111.18,106.68,4.5,2016,Toronto Raptors
6,E,A,51,31,0.622,4.21,113.2,108.68,4.51,3.65,113.07,109.14,3.93,2017,Toronto Raptors
2,E,A,59,23,0.72,7.78,114.6,106.56,8.03,7.3,114.5,106.96,7.54,2018,Toronto Raptors
3,W,M,53,29,0.646,4.7,108.36,103.17,5.19,5,108.42,102.89,5.53,2001,Utah Jazz
11,W,M,44,38,0.537,0.89,106.57,105.33,1.25,1.2,106.52,104.93,1.6,2002,Utah Jazz
6,W,M,47,35,0.573,2.39,106.46,103.59,2.87,2.77,106.58,103.3,3.27,2003,Utah Jazz
16,W,M,42,40,0.512,-1.22,103.12,104.52,-1.4,-0.53,103.21,103.86,-0.65,2004,Utah Jazz
27,W,NW,26,56,0.317,-4.27,105.57,110.29,-4.72,-3.74,105.75,109.9,-4.16,2005,Utah Jazz
23,W,NW,41,41,0.5,-2.63,104.93,107.9,-2.96,-2.49,104.98,107.79,-2.81,2006,Utah Jazz
8,W,NW,51,31,0.622,2.87,110.65,107.4,3.25,3.06,110.7,107.24,3.45,2007,Utah Jazz
4,W,NW,54,28,0.659,6.88,114.52,107.05,7.47,6.87,114.6,107.15,7.44,2008,Utah Jazz
9,W,NW,48,34,0.585,2.65,110.84,107.89,2.96,2.31,110.52,107.93,2.59,2009,Utah Jazz
3,W,NW,53,29,0.646,5.34,111.57,105.81,5.76,5.33,111.44,105.69,5.75,2010,Utah Jazz
20,W,NW,39,43,0.476,-1.83,108.95,111.05,-2.1,-1.44,109.08,110.75,-1.67,2011,Utah Jazz
15,W,NW,36,30,0.545,0.62,107.51,106.91,0.6,0.92,107.34,106.4,0.94,2012,Utah Jazz
13,W,NW,43,39,0.524,-0.09,107.42,107.5,-0.08,0.3,107.49,107.15,0.34,2013,Utah Jazz
28,W,NW,25,57,0.305,-7.17,104.15,112,-7.85,-6.27,104.43,111.32,-6.89,2014,Utah Jazz
14,W,NW,38,44,0.463,0.22,106.19,105.91,0.28,0.71,106.23,105.43,0.79,2015,Utah Jazz
10,W,NW,40,42,0.488,1.8,106.83,104.78,2.04,1.86,106.57,104.48,2.09,2016,Utah Jazz
5,W,NW,51,31,0.622,3.94,110.46,106.19,4.27,4,110.31,105.98,4.33,2017,Utah Jazz
4,W,NW,48,34,0.585,4.3,109.07,104.56,4.51,4.47,108.92,104.24,4.68,2018,Utah Jazz
27,E,A,19,63,0.232,-6.67,101.43,108.65,-7.21,-6.75,101.62,108.93,-7.31,2001,Washington Wizards
20,E,A,37,45,0.451,-1.4,105.67,107.16,-1.49,-1.58,105.92,107.62,-1.7,2002,Washington Wizards
20,E,A,37,45,0.451,-1.01,103.82,105.06,-1.25,-1.47,103.75,105.49,-1.74,2003,Washington Wizards
27,E,A,25,57,0.305,-5.63,99.46,105.62,-6.15,-6.12,99.35,106.04,-6.69,2004,Washington Wizards
17,E,SE,45,37,0.549,-0.33,107.94,108.32,-0.38,-0.72,107.91,108.7,-0.79,2005,Washington Wizards
11,E,SE,42,40,0.512,1.85,110.01,107.93,2.08,1.56,109.91,108.14,1.76,2006,Washington Wizards
15,E,SE,41,41,0.5,-0.51,110.57,111.28,-0.71,-0.8,110.7,111.71,-1.01,2007,Washington Wizards
17,E,SE,43,39,0.524,-0.33,110.03,110.39,-0.36,-0.6,110.06,110.71,-0.65,2008,Washington Wizards
28,E,SE,19,63,0.232,-7.46,105.98,114.23,-8.26,-6.98,106.39,114.11,-7.73,2009,Washington Wizards
26,E,SE,26,56,0.317,-4.78,105.11,110.41,-5.3,-4.72,105.34,110.57,-5.23,2010,Washington Wizards
29,E,SE,23,59,0.28,-7.4,103.12,110.93,-7.81,-7.3,103.39,111.09,-7.71,2011,Washington Wizards
26,E,SE,20,46,0.303,-4.8,101.75,107.03,-5.28,-5.14,101.95,107.61,-5.66,2012,Washington Wizards
22,E,SE,29,53,0.354,-2.54,100.78,103.61,-2.82,-2.78,100.56,103.64,-3.09,2013,Washington Wizards
15,E,SE,44,38,0.537,1.27,106.75,105.45,1.3,0.47,106.46,105.99,0.47,2014,Washington Wizards
15,E,SE,46,36,0.561,0.72,104.56,103.73,0.83,0.17,104.38,104.13,0.25,2015,Washington Wizards
17,E,SE,41,41,0.5,-0.5,106.09,106.48,-0.39,-0.49,106.23,106.62,-0.39,2016,Washington Wizards
9,E,SE,49,33,0.598,1.8,111.98,110.06,1.92,1.36,111.96,110.49,1.46,2017,Washington Wizards
15,E,SE,43,39,0.524,0.59,109.96,109.41,0.55,0.53,110,109.49,0.5,2018,Washington Wizards
