FG,Dist,portion_from_2,portion_from_0_to_3,portion_from_3_to_10,portion_from_10_to_16,portion_from_over_16,portion_from_3,portion_from_3_corner,portion_from_3_top,percentage_from_2,percentage_from_0_to_3,percentage_from_3_to_10,percentage_from_10_to_16,percentage_from_over_16,percentage_from_3,percentage_from_3_corner,percentage_from_3_top,portion_assisted_2,portion_assisted_3,heaves_attempted,heaves_made,year,Team
0.471,10.8,0.864,0.309,0.244,0.107,0.204,0.136,0.036312,0.099688,0.492,0.66,0.407,0.398,0.388,0.334,0.389,0.313965894,0.488,0.906,25,0,2011,Memphis Grizzlies
0.465,11.7,0.789,0.343,0.139,0.1,0.207,0.211,0.034393,0.176607,0.491,0.595,0.425,0.394,0.41,0.367,0.446,0.351615293,0.505,0.836,17,0,2007,Memphis Grizzlies
0.44,11.4,0.778,0.313,0.19,0.103,0.172,0.222,0.059274,0.162726,0.471,0.583,0.389,0.416,0.392,0.331,0.323,0.333914052,0.502,0.859,21,2,2016,Memphis Grizzlies
0.464,11.3,0.829,0.301,0.223,0.115,0.191,0.171,0.04788,0.12312,0.487,0.631,0.411,0.42,0.391,0.353,0.368,0.347166667,0.526,0.894,17,1,2014,Memphis Grizzlies
0.469,10.5,0.852,0.37,0.168,0.11,0.203,0.148,0.033004,0.114996,0.492,0.605,0.432,0.383,0.395,0.337,0.419,0.313465894,0.433,0.86,25,2,2010,Memphis Grizzlies
0.447,11.7,0.843,0.298,0.192,0.134,0.219,0.157,0.035482,0.121518,0.47,0.628,0.386,0.384,0.381,0.326,0.37,0.313152455,0.491,0.852,20,1,2012,Memphis Grizzlies
0.458,11.5,0.816,0.305,0.202,0.13,0.179,0.184,0.048208,0.135792,0.485,0.625,0.404,0.419,0.386,0.339,0.383,0.323379404,0.528,0.865,22,2,2015,Memphis Grizzlies
0.445,11.1,0.803,0.342,0.17,0.101,0.19,0.197,0.054569,0.142431,0.471,0.596,0.393,0.346,0.381,0.34,0.33,0.343831259,0.609,0.857,20,2,2004,Memphis Grizzlies
0.455,13.2,0.642,0.279,0.163,0.095,0.104,0.358,0.091648,0.266352,0.508,0.658,0.416,0.383,0.367,0.36,0.388,0.350365591,0.457,0.908,18,0,2018,Miami Heat
0.43,13,0.779,0.25,0.149,0.146,0.233,0.221,0.04641,0.17459,0.455,0.582,0.376,0.389,0.409,0.345,0.379,0.335962025,0.56,0.812,14,0,2001,Miami Heat
0.455,13,0.686,0.29,0.169,0.094,0.131,0.314,0.094514,0.219486,0.496,0.63,0.412,0.387,0.389,0.365,0.4,0.349928469,0.427,0.89,14,0,2017,Miami Heat
0.47,11.6,0.779,0.303,0.166,0.128,0.182,0.221,0.082212,0.138788,0.508,0.663,0.422,0.407,0.401,0.336,0.358,0.322968153,0.47,0.928,15,1,2016,Miami Heat
0.456,12.8,0.738,0.294,0.141,0.118,0.184,0.262,0.083316,0.178684,0.499,0.629,0.438,0.425,0.386,0.335,0.375,0.316348974,0.481,0.905,17,1,2015,Miami Heat
0.443,13.4,0.783,0.268,0.115,0.107,0.294,0.217,0.047957,0.169043,0.467,0.614,0.391,0.37,0.397,0.358,0.403,0.345233633,0.534,0.829,11,0,2008,Miami Heat
0.412,12.9,0.831,0.251,0.127,0.154,0.299,0.169,0.046982,0.122018,0.432,0.561,0.391,0.362,0.378,0.316,0.359,0.299443213,0.519,0.825,20,0,2003,Miami Heat
0.458,13,0.781,0.272,0.114,0.14,0.256,0.219,0.058254,0.160746,0.489,0.641,0.445,0.393,0.399,0.346,0.389,0.330416894,0.461,0.81,12,0,2010,Miami Heat
0.464,12.4,0.755,0.304,0.147,0.094,0.211,0.245,0.064435,0.180565,0.503,0.642,0.432,0.393,0.402,0.343,0.366,0.334792402,0.514,0.856,12,0,2007,Miami Heat
0.457,13.3,0.755,0.275,0.119,0.114,0.247,0.245,0.07056,0.17444,0.489,0.619,0.423,0.412,0.411,0.357,0.364,0.354168539,0.485,0.826,22,0,2009,Miami Heat
0.425,12.3,0.789,0.297,0.143,0.117,0.231,0.211,0.048108,0.162892,0.443,0.562,0.394,0.323,0.382,0.357,0.427,0.336326425,0.505,0.889,19,0,2004,Miami Heat
0.496,13.2,0.715,0.297,0.127,0.099,0.192,0.285,0.10944,0.17556,0.536,0.704,0.401,0.387,0.441,0.396,0.433,0.372935065,0.522,0.866,6,0,2013,Miami Heat
0.486,11.5,0.802,0.336,0.137,0.111,0.218,0.198,0.05049,0.14751,0.513,0.652,0.423,0.376,0.427,0.377,0.374,0.378026846,0.528,0.855,7,1,2005,Miami Heat
0.481,13.7,0.765,0.242,0.155,0.102,0.267,0.235,0.076845,0.158155,0.515,0.695,0.458,0.403,0.428,0.37,0.435,0.338417533,0.479,0.819,11,1,2011,Miami Heat
0.469,12.1,0.802,0.309,0.157,0.119,0.218,0.198,0.06534,0.13266,0.496,0.65,0.397,0.442,0.381,0.359,0.365,0.356044776,0.485,0.841,5,1,2012,Miami Heat
0.439,12.9,0.859,0.238,0.134,0.164,0.323,0.141,0.043005,0.097995,0.454,0.638,0.389,0.37,0.388,0.347,0.416,0.316719424,0.556,0.894,19,1,2002,Miami Heat
0.478,11.4,0.773,0.34,0.162,0.094,0.177,0.227,0.064468,0.162532,0.517,0.669,0.406,0.36,0.411,0.345,0.401,0.322787709,0.485,0.924,16,1,2006,Miami Heat
0.501,12.8,0.708,0.33,0.127,0.084,0.168,0.292,0.108624,0.183376,0.558,0.697,0.467,0.433,0.413,0.364,0.429,0.325496815,0.509,0.88,5,1,2014,Miami Heat
0.478,12.4,0.703,0.31,0.152,0.114,0.127,0.297,0.078111,0.218889,0.531,0.685,0.373,0.463,0.406,0.355,0.405,0.337157395,0.501,0.883,12,0,2018,Milwaukee Bucks
0.457,12.6,0.771,0.267,0.136,0.191,0.177,0.229,0.059311,0.169689,0.478,0.599,0.406,0.431,0.403,0.383,0.352,0.393835358,0.527,0.899,13,0,2003,Milwaukee Bucks
0.443,12.4,0.776,0.308,0.146,0.12,0.202,0.224,0.054208,0.169792,0.471,0.61,0.354,0.393,0.39,0.345,0.366,0.338295515,0.578,0.817,8,0,2012,Milwaukee Bucks
0.438,12.1,0.769,0.314,0.168,0.106,0.182,0.231,0.042042,0.188958,0.464,0.584,0.365,0.389,0.392,0.353,0.375,0.348105134,0.547,0.812,5,0,2014,Milwaukee Bucks
0.465,11.4,0.781,0.36,0.124,0.113,0.183,0.219,0.05694,0.16206,0.495,0.6,0.43,0.419,0.381,0.356,0.376,0.348972973,0.512,0.844,5,0,2007,Milwaukee Bucks
0.436,13,0.741,0.288,0.13,0.114,0.209,0.259,0.073815,0.185185,0.464,0.56,0.411,0.375,0.413,0.356,0.398,0.339258741,0.495,0.851,9,1,2010,Milwaukee Bucks
0.45,11.1,0.859,0.331,0.128,0.177,0.224,0.141,0.037506,0.103494,0.467,0.558,0.395,0.412,0.416,0.351,0.37,0.344114441,0.543,0.88,8,0,2005,Milwaukee Bucks
0.459,11.9,0.777,0.337,0.137,0.111,0.193,0.223,0.070468,0.152532,0.486,0.609,0.352,0.437,0.394,0.363,0.403,0.344520468,0.57,0.89,4,0,2015,Milwaukee Bucks
0.474,11.8,0.71,0.351,0.174,0.077,0.108,0.29,0.08004,0.20996,0.516,0.644,0.402,0.377,0.387,0.37,0.387,0.363519337,0.534,0.928,12,0,2017,Milwaukee Bucks
0.43,12.8,0.784,0.268,0.165,0.123,0.227,0.216,0.064584,0.151416,0.454,0.585,0.372,0.381,0.4,0.342,0.395,0.319393723,0.48,0.882,11,0,2011,Milwaukee Bucks
0.435,12.2,0.768,0.32,0.143,0.122,0.183,0.232,0.054288,0.177712,0.457,0.589,0.331,0.391,0.369,0.36,0.384,0.352668407,0.548,0.817,9,0,2013,Milwaukee Bucks
0.453,11.4,0.797,0.339,0.134,0.132,0.192,0.203,0.059885,0.143115,0.472,0.575,0.39,0.395,0.4,0.38,0.401,0.371212766,0.536,0.878,2,0,2006,Milwaukee Bucks
0.449,11.6,0.805,0.33,0.149,0.117,0.21,0.195,0.0507,0.1443,0.474,0.561,0.411,0.381,0.433,0.344,0.411,0.320459459,0.535,0.847,11,0,2008,Milwaukee Bucks
0.447,11.2,0.828,0.32,0.152,0.176,0.179,0.172,0.044892,0.127108,0.467,0.578,0.424,0.384,0.385,0.35,0.328,0.357769959,0.588,0.903,9,0,2004,Milwaukee Bucks
0.43,13.2,0.782,0.224,0.121,0.258,0.179,0.218,0.059732,0.158268,0.48,0.596,0.413,0.454,0.415,0.379,0.411,0.366922865,0.529,0.879,15,3,2001,Milwaukee Bucks
0.462,13.1,0.759,0.237,0.126,0.236,0.16,0.241,0.064588,0.176412,0.49,0.571,0.466,0.466,0.425,0.375,0.399,0.366213115,0.55,0.841,18,0,2002,Milwaukee Bucks
0.445,12.4,0.792,0.305,0.118,0.125,0.243,0.208,0.063232,0.144768,0.467,0.568,0.437,0.384,0.398,0.363,0.4,0.34683908,0.539,0.892,8,1,2009,Milwaukee Bucks
0.467,10.1,0.811,0.365,0.19,0.106,0.149,0.189,0.053109,0.135891,0.495,0.617,0.402,0.397,0.387,0.345,0.354,0.341482615,0.555,0.895,14,0,2016,Milwaukee Bucks
0.476,12.3,0.739,0.264,0.196,0.129,0.15,0.261,0.058986,0.202014,0.519,0.69,0.433,0.432,0.403,0.357,0.403,0.343568475,0.487,0.825,12,0,2018,Minnesota Timberwolves
0.449,11.5,0.829,0.308,0.166,0.146,0.21,0.171,0.038304,0.132696,0.471,0.606,0.412,0.39,0.374,0.341,0.358,0.336092784,0.475,0.846,21,2,2010,Minnesota Timberwolves
0.456,12.5,0.851,0.285,0.118,0.145,0.304,0.149,0.029353,0.119647,0.478,0.601,0.441,0.406,0.41,0.329,0.414,0.308146949,0.57,0.797,19,0,2006,Minnesota Timberwolves
0.467,12.4,0.751,0.304,0.164,0.097,0.186,0.249,0.066483,0.182517,0.507,0.645,0.437,0.392,0.402,0.349,0.393,0.332972715,0.535,0.884,11,0,2017,Minnesota Timberwolves
0.461,12.8,0.833,0.267,0.127,0.133,0.305,0.167,0.043253,0.123747,0.483,0.608,0.426,0.432,0.419,0.353,0.369,0.347407557,0.576,0.896,24,1,2007,Minnesota Timberwolves
0.444,12.1,0.755,0.334,0.157,0.091,0.174,0.245,0.05488,0.19012,0.478,0.619,0.386,0.348,0.358,0.341,0.332,0.343597938,0.564,0.838,14,1,2014,Minnesota Timberwolves
0.438,12,0.821,0.284,0.176,0.122,0.234,0.179,0.038843,0.140157,0.461,0.624,0.36,0.408,0.367,0.332,0.368,0.322022989,0.557,0.825,12,0,2015,Minnesota Timberwolves
0.466,12.3,0.882,0.249,0.15,0.156,0.327,0.118,0.028202,0.089798,0.479,0.622,0.435,0.42,0.418,0.368,0.37,0.367371879,0.632,0.851,7,1,2003,Minnesota Timberwolves
0.451,11.6,0.815,0.306,0.181,0.122,0.206,0.185,0.035335,0.149665,0.474,0.589,0.43,0.379,0.399,0.35,0.358,0.348111248,0.474,0.862,27,0,2008,Minnesota Timberwolves
0.459,13.2,0.827,0.225,0.138,0.18,0.285,0.173,0.036503,0.136497,0.483,0.618,0.435,0.426,0.436,0.345,0.388,0.333500634,0.593,0.876,13,0,2005,Minnesota Timberwolves
0.439,12.3,0.78,0.331,0.139,0.083,0.227,0.22,0.04972,0.17028,0.477,0.613,0.328,0.415,0.393,0.305,0.345,0.293320413,0.592,0.798,10,0,2013,Minnesota Timberwolves
0.461,12.4,0.848,0.236,0.175,0.151,0.286,0.152,0.032072,0.119928,0.476,0.629,0.42,0.426,0.409,0.378,0.398,0.372651458,0.604,0.793,9,0,2002,Minnesota Timberwolves
0.441,11.9,0.773,0.332,0.137,0.107,0.196,0.227,0.066284,0.160716,0.467,0.571,0.4,0.365,0.395,0.353,0.411,0.329079096,0.491,0.875,18,0,2009,Minnesota Timberwolves
0.462,13,0.863,0.206,0.147,0.21,0.301,0.137,0.035483,0.101517,0.477,0.62,0.44,0.431,0.429,0.363,0.397,0.351116059,0.591,0.89,13,0,2004,Minnesota Timberwolves
0.458,12.5,0.869,0.236,0.164,0.155,0.315,0.131,0.034322,0.096678,0.473,0.628,0.387,0.403,0.438,0.357,0.398,0.342444444,0.637,0.882,9,0,2001,Minnesota Timberwolves
0.441,12.7,0.777,0.241,0.233,0.099,0.204,0.223,0.045492,0.177508,0.459,0.611,0.387,0.391,0.395,0.376,0.458,0.354984925,0.476,0.779,27,1,2011,Minnesota Timberwolves
0.433,12.7,0.738,0.31,0.157,0.086,0.186,0.262,0.067072,0.194928,0.469,0.62,0.342,0.335,0.388,0.332,0.36,0.322365591,0.474,0.841,9,0,2012,Minnesota Timberwolves
0.464,11.9,0.798,0.298,0.16,0.101,0.239,0.202,0.042016,0.159984,0.496,0.661,0.41,0.372,0.4,0.338,0.386,0.325393939,0.578,0.855,8,0,2016,Minnesota Timberwolves
0.441,11.9,0.824,0.332,0.111,0.113,0.268,0.176,0.03256,0.14344,0.464,0.609,0.342,0.357,0.381,0.336,0.409,0.319429448,0.687,0.889,16,2,2004,Brooklyn Nets
0.443,12.4,0.778,0.347,0.085,0.09,0.256,0.222,0.057498,0.164502,0.47,0.563,0.365,0.402,0.403,0.348,0.424,0.321435897,0.632,0.873,23,0,2008,Brooklyn Nets
0.429,11.4,0.819,0.346,0.126,0.119,0.229,0.181,0.057558,0.123442,0.454,0.568,0.379,0.365,0.368,0.318,0.361,0.297950147,0.496,0.881,14,3,2010,Brooklyn Nets
0.441,11.3,0.842,0.34,0.133,0.112,0.258,0.158,0.03002,0.12798,0.462,0.603,0.371,0.362,0.366,0.332,0.389,0.31862963,0.617,0.89,11,0,2003,Brooklyn Nets
0.448,12.8,0.735,0.33,0.088,0.102,0.215,0.265,0.081355,0.183645,0.473,0.578,0.416,0.375,0.383,0.376,0.451,0.342774892,0.478,0.842,9,0,2009,Brooklyn Nets
0.446,11.6,0.825,0.327,0.135,0.133,0.23,0.175,0.033775,0.141225,0.469,0.61,0.382,0.361,0.383,0.338,0.364,0.331781908,0.62,0.876,18,0,2002,Brooklyn Nets
0.429,12.9,0.813,0.276,0.118,0.119,0.299,0.187,0.052173,0.134827,0.444,0.538,0.402,0.365,0.407,0.362,0.39,0.351165049,0.597,0.89,12,0,2005,Brooklyn Nets
0.457,12.8,0.737,0.332,0.089,0.077,0.24,0.263,0.071799,0.191201,0.49,0.585,0.422,0.396,0.413,0.363,0.393,0.351734525,0.609,0.916,11,0,2007,Brooklyn Nets
0.425,13.8,0.722,0.255,0.134,0.126,0.207,0.278,0.074226,0.203774,0.457,0.57,0.414,0.396,0.384,0.342,0.347,0.340178718,0.519,0.789,8,1,2012,Brooklyn Nets
0.44,12.8,0.799,0.236,0.213,0.123,0.227,0.201,0.054672,0.146328,0.464,0.606,0.422,0.384,0.398,0.343,0.353,0.339263736,0.55,0.808,18,1,2011,Brooklyn Nets
0.425,11.6,0.835,0.322,0.137,0.132,0.243,0.165,0.032835,0.132165,0.443,0.579,0.366,0.315,0.374,0.333,0.333,0.333,0.543,0.798,11,1,2001,Brooklyn Nets
0.44,12.9,0.771,0.299,0.114,0.102,0.257,0.229,0.061601,0.167399,0.472,0.569,0.393,0.36,0.44,0.33,0.373,0.314176471,0.634,0.893,16,1,2006,Brooklyn Nets
0.42,12.8,0.748,0.294,0.115,0.131,0.209,0.252,0.058464,0.193536,0.454,0.568,0.363,0.377,0.391,0.319,0.331,0.315375,0.591,0.738,12,1,2004,New Orleans Pelicans
0.457,12.8,0.76,0.276,0.134,0.137,0.213,0.24,0.0792,0.1608,0.487,0.613,0.451,0.387,0.41,0.364,0.414,0.339373134,0.471,0.899,9,0,2009,New Orleans Pelicans
0.459,12.8,0.808,0.223,0.213,0.136,0.237,0.192,0.061824,0.130176,0.482,0.657,0.401,0.402,0.436,0.36,0.37,0.355250737,0.523,0.863,13,2,2011,New Orleans Pelicans
0.466,12.8,0.761,0.284,0.137,0.113,0.227,0.239,0.069071,0.169929,0.49,0.617,0.427,0.4,0.413,0.389,0.439,0.368676512,0.484,0.887,7,1,2008,New Orleans Pelicans
0.448,12.1,0.776,0.298,0.208,0.095,0.175,0.224,0.039424,0.184576,0.473,0.614,0.379,0.371,0.402,0.363,0.382,0.358941748,0.521,0.858,16,0,2013,New Orleans Pelicans
0.415,12.6,0.799,0.304,0.096,0.122,0.277,0.201,0.045627,0.155373,0.44,0.537,0.374,0.382,0.381,0.315,0.331,0.310301423,0.601,0.822,9,0,2005,New Orleans Pelicans
0.451,11.8,0.848,0.267,0.207,0.149,0.225,0.152,0.040432,0.111568,0.472,0.625,0.39,0.408,0.407,0.333,0.372,0.318866485,0.564,0.834,4,0,2012,New Orleans Pelicans
0.435,12,0.839,0.278,0.132,0.187,0.241,0.161,0.040411,0.120589,0.447,0.563,0.392,0.402,0.377,0.376,0.43,0.357903872,0.582,0.854,6,0,2003,New Orleans Pelicans
0.464,12.3,0.77,0.318,0.121,0.127,0.204,0.23,0.04669,0.18331,0.495,0.606,0.432,0.4,0.418,0.363,0.423,0.347717691,0.52,0.828,10,0,2010,New Orleans Pelicans
0.483,12.5,0.681,0.295,0.179,0.099,0.109,0.319,0.074327,0.244673,0.54,0.667,0.475,0.441,0.396,0.362,0.399,0.350760104,0.549,0.876,14,0,2018,New Orleans Pelicans
0.45,13.3,0.692,0.279,0.17,0.094,0.149,0.308,0.067452,0.240548,0.495,0.627,0.417,0.427,0.38,0.35,0.373,0.343550576,0.503,0.833,11,0,2017,New Orleans Pelicans
0.459,11.5,0.807,0.332,0.183,0.107,0.184,0.193,0.044583,0.148417,0.479,0.598,0.37,0.419,0.409,0.373,0.382,0.370296489,0.506,0.866,20,0,2014,New Orleans Pelicans
0.457,11.9,0.767,0.347,0.152,0.098,0.169,0.233,0.055687,0.177313,0.484,0.592,0.385,0.406,0.398,0.37,0.412,0.356809461,0.513,0.875,17,0,2015,New Orleans Pelicans
0.448,12.5,0.723,0.304,0.144,0.101,0.174,0.277,0.063433,0.213567,0.482,0.597,0.38,0.385,0.419,0.36,0.332,0.368316472,0.51,0.808,12,1,2016,New Orleans Pelicans
0.44,11.2,0.862,0.324,0.133,0.139,0.267,0.138,0.032292,0.105708,0.457,0.572,0.364,0.363,0.411,0.339,0.386,0.324642298,0.497,0.873,8,0,2006,New Orleans Pelicans
0.445,11.5,0.812,0.307,0.17,0.119,0.216,0.188,0.040796,0.147204,0.464,0.602,0.404,0.344,0.382,0.362,0.388,0.354794381,0.456,0.855,8,0,2007,New Orleans Pelicans
0.439,11.5,0.785,0.353,0.137,0.101,0.194,0.215,0.053535,0.161465,0.467,0.554,0.406,0.365,0.406,0.337,0.362,0.328711052,0.461,0.792,21,1,2008,New York Knicks
0.441,13.5,0.765,0.21,0.145,0.188,0.222,0.235,0.061805,0.173195,0.459,0.554,0.437,0.436,0.403,0.383,0.425,0.368012212,0.555,0.807,12,0,2003,New York Knicks
0.449,14.4,0.698,0.252,0.112,0.111,0.222,0.302,0.062514,0.239486,0.482,0.628,0.355,0.412,0.417,0.372,0.394,0.366257251,0.45,0.818,21,0,2014,New York Knicks
0.428,13.7,0.76,0.239,0.146,0.125,0.246,0.24,0.04488,0.19512,0.454,0.588,0.363,0.397,0.41,0.347,0.351,0.346079951,0.55,0.836,16,1,2015,New York Knicks
0.448,14.6,0.646,0.28,0.096,0.083,0.188,0.354,0.083544,0.270456,0.487,0.613,0.372,0.38,0.407,0.376,0.377,0.375691099,0.398,0.833,30,2,2013,New York Knicks
0.457,10.8,0.784,0.389,0.142,0.073,0.18,0.216,0.056376,0.159624,0.487,0.6,0.411,0.328,0.368,0.346,0.364,0.33964276,0.475,0.797,17,0,2007,New York Knicks
0.439,13,0.744,0.245,0.154,0.143,0.201,0.256,0.059136,0.196864,0.471,0.585,0.425,0.407,0.412,0.346,0.405,0.328276983,0.477,0.869,13,0,2016,New York Knicks
0.464,12.7,0.734,0.278,0.156,0.14,0.159,0.266,0.051604,0.214396,0.504,0.656,0.398,0.442,0.399,0.352,0.406,0.339002481,0.499,0.869,20,0,2018,New York Knicks
0.457,13.5,0.697,0.265,0.166,0.086,0.179,0.303,0.08181,0.22119,0.496,0.665,0.377,0.382,0.411,0.368,0.424,0.347287671,0.475,0.821,12,0,2011,New York Knicks
0.432,12.5,0.794,0.246,0.159,0.19,0.198,0.206,0.055826,0.150174,0.453,0.556,0.419,0.403,0.399,0.353,0.354,0.352628258,0.566,0.829,5,1,2002,New York Knicks
0.442,12.2,0.829,0.259,0.156,0.177,0.237,0.171,0.046341,0.124659,0.459,0.568,0.419,0.418,0.395,0.364,0.384,0.356565158,0.548,0.835,12,0,2004,New York Knicks
0.455,13.4,0.688,0.327,0.087,0.071,0.203,0.312,0.063648,0.248352,0.504,0.614,0.399,0.414,0.403,0.346,0.377,0.338055276,0.479,0.849,13,1,2010,New York Knicks
0.447,13.2,0.721,0.291,0.126,0.132,0.172,0.279,0.063891,0.215109,0.485,0.591,0.381,0.44,0.419,0.348,0.425,0.325129702,0.469,0.845,23,0,2017,New York Knicks
0.451,12.1,0.812,0.3,0.14,0.122,0.251,0.188,0.049068,0.138932,0.473,0.586,0.396,0.419,0.407,0.356,0.395,0.342225981,0.515,0.812,16,0,2005,New York Knicks
0.444,11.9,0.82,0.27,0.163,0.184,0.203,0.18,0.04086,0.13914,0.465,0.594,0.395,0.388,0.42,0.351,0.415,0.332205692,0.506,0.826,9,0,2001,New York Knicks
0.445,12.8,0.678,0.349,0.091,0.084,0.154,0.322,0.076958,0.245042,0.486,0.576,0.412,0.364,0.391,0.36,0.382,0.35309067,0.447,0.843,19,0,2009,New York Knicks
0.443,13,0.712,0.316,0.13,0.085,0.181,0.288,0.07056,0.21744,0.487,0.648,0.317,0.371,0.381,0.336,0.35,0.331456954,0.477,0.865,12,0,2012,New York Knicks
0.455,10,0.858,0.383,0.161,0.108,0.205,0.142,0.054102,0.087898,0.47,0.573,0.391,0.361,0.397,0.362,0.395,0.341688207,0.479,0.844,15,0,2006,New York Knicks
0.447,12.4,0.738,0.302,0.158,0.113,0.165,0.262,0.064714,0.197286,0.486,0.616,0.384,0.437,0.377,0.339,0.373,0.327847278,0.461,0.797,12,0,2015,Oklahoma City Thunder
0.476,11.9,0.725,0.33,0.126,0.122,0.146,0.275,0.080025,0.194975,0.524,0.626,0.438,0.478,0.41,0.349,0.357,0.345716502,0.508,0.758,6,0,2016,Oklahoma City Thunder
0.464,12.5,0.788,0.284,0.159,0.126,0.218,0.212,0.039644,0.172356,0.495,0.686,0.354,0.404,0.403,0.347,0.354,0.345389914,0.488,0.848,11,0,2011,Oklahoma City Thunder
0.471,13,0.729,0.282,0.149,0.131,0.167,0.271,0.064769,0.206231,0.512,0.668,0.391,0.434,0.418,0.361,0.353,0.363512484,0.521,0.715,17,0,2014,Oklahoma City Thunder
0.462,11.5,0.815,0.332,0.125,0.135,0.223,0.185,0.04292,0.14208,0.49,0.612,0.43,0.406,0.393,0.34,0.333,0.342114583,0.48,0.883,7,0,2010,Oklahoma City Thunder
0.453,13.2,0.655,0.315,0.096,0.105,0.138,0.345,0.082455,0.262545,0.505,0.639,0.367,0.404,0.375,0.354,0.372,0.348346912,0.426,0.831,21,0,2018,Oklahoma City Thunder
0.471,12.6,0.748,0.294,0.148,0.13,0.175,0.252,0.046116,0.205884,0.509,0.671,0.378,0.389,0.436,0.358,0.411,0.346128519,0.419,0.828,9,0,2012,Oklahoma City Thunder
0.452,12.1,0.705,0.346,0.146,0.104,0.109,0.295,0.07434,0.22066,0.504,0.614,0.418,0.391,0.379,0.327,0.345,0.320935829,0.466,0.773,19,2,2017,Oklahoma City Thunder
0.481,12.6,0.756,0.294,0.146,0.13,0.186,0.244,0.061488,0.182512,0.514,0.677,0.389,0.437,0.409,0.377,0.44,0.355775401,0.492,0.851,13,1,2013,Oklahoma City Thunder
0.447,11,0.859,0.338,0.134,0.138,0.248,0.141,0.030597,0.110403,0.463,0.606,0.358,0.388,0.368,0.346,0.345,0.346277139,0.515,0.878,12,0,2009,Oklahoma City Thunder
0.472,10.8,0.842,0.361,0.15,0.106,0.225,0.158,0.045978,0.112022,0.494,0.631,0.415,0.36,0.391,0.356,0.382,0.345328632,0.483,0.883,6,0,2007,Orlando Magic
0.47,13.7,0.65,0.301,0.123,0.082,0.144,0.35,0.0987,0.2513,0.521,0.63,0.468,0.408,0.405,0.375,0.421,0.356933148,0.421,0.837,23,0,2010,Orlando Magic
0.44,13.5,0.7,0.266,0.168,0.109,0.157,0.3,0.0546,0.2454,0.488,0.616,0.427,0.413,0.39,0.328,0.297,0.334897311,0.495,0.874,25,0,2017,Orlando Magic
0.448,12.9,0.759,0.294,0.113,0.109,0.242,0.241,0.046272,0.194728,0.471,0.61,0.377,0.369,0.394,0.373,0.417,0.362544554,0.519,0.845,7,0,2002,Orlando Magic
0.457,13.6,0.665,0.282,0.127,0.101,0.155,0.335,0.101505,0.233495,0.495,0.623,0.405,0.424,0.381,0.381,0.395,0.374913917,0.417,0.871,11,0,2009,Orlando Magic
0.441,13.9,0.654,0.286,0.153,0.063,0.152,0.346,0.074736,0.271264,0.475,0.636,0.371,0.33,0.338,0.375,0.42,0.362602041,0.474,0.836,8,0,2012,Orlando Magic
0.474,12.8,0.678,0.325,0.126,0.096,0.132,0.322,0.107548,0.214452,0.516,0.635,0.414,0.405,0.401,0.386,0.413,0.372459459,0.446,0.873,18,0,2008,Orlando Magic
0.429,12.8,0.816,0.26,0.138,0.145,0.273,0.184,0.03496,0.14904,0.448,0.551,0.402,0.395,0.403,0.344,0.376,0.336493827,0.504,0.786,4,0,2004,Orlando Magic
0.448,12.6,0.777,0.289,0.166,0.116,0.206,0.223,0.050844,0.172156,0.482,0.622,0.425,0.394,0.382,0.329,0.371,0.316595855,0.563,0.82,6,0,2013,Orlando Magic
0.461,14.1,0.672,0.253,0.158,0.096,0.164,0.328,0.079704,0.248296,0.507,0.671,0.405,0.411,0.411,0.366,0.367,0.365678996,0.454,0.835,18,1,2011,Orlando Magic
0.436,13.5,0.765,0.292,0.08,0.098,0.295,0.235,0.04418,0.19082,0.46,0.557,0.381,0.388,0.408,0.357,0.341,0.360704433,0.515,0.792,9,0,2003,Orlando Magic
0.453,12,0.765,0.315,0.184,0.094,0.172,0.235,0.0611,0.1739,0.486,0.613,0.385,0.384,0.416,0.347,0.373,0.337864865,0.48,0.868,11,0,2015,Orlando Magic
0.454,11.6,0.863,0.327,0.106,0.154,0.276,0.137,0.027948,0.109052,0.471,0.597,0.373,0.399,0.4,0.349,0.385,0.339773869,0.487,0.813,7,0,2005,Orlando Magic
0.455,12.5,0.745,0.296,0.15,0.093,0.206,0.255,0.061455,0.193545,0.492,0.609,0.422,0.409,0.409,0.35,0.37,0.343649539,0.528,0.873,21,0,2016,Orlando Magic
0.438,12.6,0.804,0.29,0.117,0.137,0.26,0.196,0.031164,0.164836,0.456,0.584,0.368,0.361,0.404,0.364,0.388,0.359462545,0.548,0.859,14,0,2001,Orlando Magic
0.452,13.3,0.658,0.259,0.18,0.108,0.112,0.342,0.060876,0.281124,0.504,0.688,0.398,0.347,0.403,0.351,0.374,0.346019465,0.515,0.851,8,0,2018,Orlando Magic
0.445,13.1,0.765,0.277,0.152,0.103,0.232,0.235,0.06674,0.16826,0.474,0.601,0.385,0.434,0.399,0.353,0.359,0.350620112,0.523,0.783,14,0,2014,Orlando Magic
0.472,10.9,0.871,0.358,0.125,0.13,0.258,0.129,0.025542,0.103458,0.486,0.599,0.385,0.398,0.424,0.376,0.449,0.357977556,0.474,0.863,12,0,2006,Orlando Magic
0.448,12.5,0.825,0.232,0.182,0.187,0.225,0.175,0.0364,0.1386,0.466,0.642,0.395,0.405,0.393,0.362,0.325,0.371717172,0.553,0.799,5,0,2012,Philadelphia 76ers
